apo_name,holo_name,holo_chain,apo_chain,ligand,ligand_atom_count,loop_per,holo_count
3IXD,2i72,A,A,VA1,18,46.44970414201183,57
3IXD,6dpx,A,A,H7G,22,40.909090909090914,57
3IXD,4okp,B,A,2V0,15,35.714285714285715,57
3IXD,2rcx,A,A,SM4,24,44.015957446808514,57
3IXM,3ip8,A,A,B85,11,42.02453987730061,1
3J08,3a1c,A,A,ACP,31,38.4180790960452,3
3J08,3a1e,A,A,ACP,31,42.17557251908397,3
3J08,3a1d,A,A,ADP,27,35.39915966386555,3
3J09,3a1d,A,A,ADP,27,35.39915966386555,3
3J09,3a1e,A,A,ACP,31,42.17557251908397,3
3J09,3a1c,A,A,ACP,31,38.4180790960452,3
3J2S,3hnb,M,B,768,31,50.810810810810814,1
3J34,4inb,A,5,1F6,30,17.577197149643705,2
3J34,4j93,A,5,0OE,38,17.23076923076923,2
3J3R,5hbn,A,A,RPI,28,14.181818181818182,1
3J3S,5hbn,A,A,RPI,28,14.181818181818182,1
3J3T,5hbn,A,A,RPI,28,14.181818181818182,1
3J4Q,2vfk,A,A,AMP,23,56.574923547400616,8
3J4Q,1re8,A,D,BD2,35,29.13793103448276,8
3J4Q,1rek,A,D,B8L,41,42.75979557069847,8
3J4Q,6mm5,E,D,ANP,31,50.0,8
3J4Q,3ow3,A,D,SMY,30,48.97196261682243,8
3J4Q,2erz,E,D,HFS,21,47.60076775431862,8
3J4Q,1rej,A,D,B1L,27,39.761431411530815,8
3J4Q,2gu8,A,D,796,28,45.51845342706503,8
3J7H,3t08,A,A,IPT,15,73.81546134663341,17
3J7H,3vdc,D,A,IPT,15,74.68030690537084,17
3J7H,3dyo,D,A,IPT,15,72.6161369193154,17
3J7H,3vd7,D,A,GTZ,14,69.03794037940379,17
3J7H,3t2p,D,A,IPT,15,75.13020833333334,17
3J7H,3vd9,D,A,IPT,15,73.10126582278481,17
3J7H,3t0d,A,A,149,12,70.06493506493506,17
3J7H,3i3d,A,A,IPT,15,74.93702770780857,17
3J7H,3mv0,1,A,149,12,71.26506024096385,17
3J7H,3vdb,A,A,149,12,71.85929648241206,17
3J7H,3i3b,D,A,149,12,68.75,17
3J7H,3muz,1,A,IPT,15,74.19154228855722,17
3J7H,3t0b,D,A,IPT,15,73.0625,17
3J7H,3vd4,A,A,IPT,15,73.36683417085426,17
3J7H,3t2q,A,A,149,12,72.46753246753246,17
3J7H,3t09,A,A,149,12,69.9142156862745,17
3J7H,1px4,A,A,IPT,15,73.65728900255755,17
3J7O,3rul,A,m,HG7,18,95.94594594594594,1
3J7P,3rul,A,Sf,HG7,18,95.94594594594594,1
3J9P,4mbp,A,A,GLC,12,32.113821138211385,7
3J9P,1dmb,A,A,GLC,11,31.56626506024096,7
3J9P,3mbp,A,A,GLC,12,31.14754098360656,7
3J9P,1anf,A,A,GLC,12,31.63265306122449,7
3J9P,3rum,A,A,MDF,14,19.638242894056848,7
3J9P,3vfj,A,A,NAG,14,44.329896907216494,7
3J9P,1ez9,A,A,GLO,12,27.659574468085108,7
3JBQ,3dba,A,1,35G,23,28.473804100227788,1
3JCO,4qvq,H,4,BO2,28,47.51216873985938,4
3JCO,4r18,K,7,ABA,6,46.02076124567474,4
3JCO,4r17,K,7,3K4,6,44.04168554599004,4
3JCO,4qvy,H,4,BO2,28,49.07591697469434,4
3JCR,5urj,A,C,8LS,37,27.57847533632287,3
3JCR,5urk,A,C,8LP,33,27.57847533632287,3
3JCR,5urm,A,C,8LV,32,27.363184079601982,3
3JSB,5ltn,A,A,XI7,14,28.24267782426778,2
3JSB,5t2t,A,A,0N8,52,34.43609022556391,2
3JSL,4cc6,A,A,L5Y,35,39.27710843373495,2
3JSL,4cc5,A,A,L5V,16,35.58282208588957,2
3JVZ,3rul,A,X,HG7,18,95.94594594594594,1
3JXP,6e13,A,A,HKS,21,69.05829596412556,1
3JZN,3jzh,A,A,M3L,12,69.94535519125684,18
3JZN,3jpx,A,A,M3L,12,70.79889807162535,18
3JZN,5h14,A,A,LQB,26,52.816901408450704,18
3JZN,5ttw,A,A,M3L,12,75.29411764705883,18
3JZN,5u6d,A,A,7XG,32,58.269720101781175,18
3JZN,3iiy,A,A,M3L,12,74.66216216216216,18
3JZN,5wuk,A,A,73K,26,58.08219178082192,18
3JZN,3k26,A,A,M3L,12,68.76971608832808,18
3JZN,3k27,A,A,M3L,12,75.07246376811594,18
3JZN,3ij1,A,A,M3L,12,75.32467532467533,18
3JZN,4x3e,A,A,M3L,12,77.27272727272727,18
3JZN,5u8a,A,A,82D,27,53.55029585798816,18
3JZN,3jzg,A,A,M3L,12,70.91503267973856,18
3JZN,5u69,A,A,LQD,27,50.66666666666667,18
3JZN,3iiw,A,A,M3L,12,73.65269461077844,18
3JZN,3ij0,A,A,M3L,12,76.37540453074433,18
3JZN,5k0m,A,A,6PU,34,52.98329355608592,18
3JZN,5u8f,A,A,82G,28,53.10734463276836,18
3K01,3k00,A,A,GLC,12,29.967426710097723,3
3K01,3k02,A,A,TXT,55,27.30318257956449,3
3K01,3jzj,A,A,AC1,21,26.30691399662732,3
3K0O,1w8m,A,A,E1P,13,52.52918287937744,23
3K0O,1mik,A,A,BMT,13,64.09574468085107,23
3K0O,5ta4,A,A,838,40,59.41176470588236,23
3K0O,1cwb,A,A,DMT,14,64.51612903225806,23
3K0O,1cwc,A,A,BMT,13,61.6519174041298,23
3K0O,3odi,A,A,XXA,14,61.97596012899444,23
3K0O,5t9w,A,A,78E,40,54.19161676646706,23
3K0O,6gjl,A,A,F1Q,24,64.26592797783933,23
3K0O,3odl,A,A,YYA,14,63.23699421965318,23
3K0O,6gjm,A,A,L36,21,63.005780346820806,23
3K0O,6gjj,A,A,L36,20,59.696969696969695,23
3K0O,1w8l,A,A,1P3,10,51.55038759689923,23
3K0O,2ms4,A,A,,0,67.6328502415459,23
3K0O,5lud,A,A,76X,8,83.40248962655602,23
3K0O,1nmk,A,A,SFM,53,58.17174515235457,23
3K0O,1ynd,A,A,SFA,78,60.68796068796068,23
3K0O,5ta2,A,A,78X,47,58.21325648414985,23
3K0O,5t9z,A,A,78R,46,57.50708215297451,23
3K0O,6gjr,A,A,F0W,25,60.73446327683616,23
3K0O,6gji,A,A,F1E,25,59.66386554621849,23
3K0O,6gjn,A,A,F0Q,34,63.323782234957015,23
3K0O,5t9u,A,A,7HG,46,54.54545454545454,23
3K0O,6gjy,A,A,F1Z,21,62.25895316804407,23
3K0R,6gjy,A,A,F1Z,21,62.25895316804407,23
3K0R,1mik,A,A,BMT,13,64.09574468085107,23
3K0R,6gjm,A,A,L36,21,63.005780346820806,23
3K0R,1cwb,A,A,DMT,14,64.51612903225806,23
3K0R,3odi,A,A,XXA,14,61.97596012899444,23
3K0R,6gji,A,A,F1E,25,59.66386554621849,23
3K0R,5t9z,A,A,78R,46,57.50708215297451,23
3K0R,1cwc,A,A,BMT,13,61.6519174041298,23
3K0R,5ta2,A,A,78X,47,58.21325648414985,23
3K0R,1w8l,A,A,1P3,10,51.55038759689923,23
3K0R,1nmk,A,A,SFM,53,58.17174515235457,23
3K0R,5ta4,A,A,838,40,59.41176470588236,23
3K0R,6gjl,A,A,F1Q,24,64.26592797783933,23
3K0R,6gjr,A,A,F0W,25,60.73446327683616,23
3K0R,3odl,A,A,YYA,14,63.23699421965318,23
3K0R,5t9u,A,A,7HG,46,54.54545454545454,23
3K0R,5t9w,A,A,78E,40,54.19161676646706,23
3K0R,1ynd,A,A,SFA,78,60.68796068796068,23
3K0R,2ms4,A,A,,0,67.6328502415459,23
3K0R,1w8m,A,A,E1P,13,52.52918287937744,23
3K0R,6gjn,A,A,F0Q,34,63.323782234957015,23
3K0R,6gjj,A,A,L36,20,59.696969696969695,23
3K0R,5lud,A,A,76X,8,83.40248962655602,23
3K1R,2lsr,A,A,,0,10.40339702760085,2
3K1R,2kbr,A,A,,0,15.69620253164557,2
3K4X,6e49,B,A,,0,65.83629893238434,1
3K4X,6e49,B,A,,0,65.83629893238434,1
3K4X,6e49,B,A,,0,65.83629893238434,1
3K7O,3k8c,A,A,RES,14,33.10719131614654,1
3K7P,3k8c,A,A,RES,14,33.10719131614654,1
3K9M,3ai8,B,A,HNQ,14,69.76744186046511,2
3K9M,1gmy,C,A,DFA,15,35.99632690541782,2
3K9O,3rul,A,B,HG7,18,95.94594594594594,1
3KD2,5hkb,A,A,64L,26,38.26850690087829,4
3KD2,5hka,A,A,64N,30,38.73473917869034,4
3KD2,4yx9,A,A,4HY,21,39.46360153256705,4
3KD2,5hk9,A,A,64O,31,35.949506037321626,4
3KDA,5hka,A,A,64N,30,38.73473917869034,4
3KDA,5hk9,A,A,64O,31,35.949506037321626,4
3KDA,5hkb,A,A,64L,26,38.26850690087829,4
3KDA,4yx9,A,A,4HY,21,39.46360153256705,4
3KDH,5jnn,A,A,6LM,20,41.514360313315926,1
3KQG,5g6u,A,A,TRP,27,62.46089676746611,1
3KTP,3pkn,A,A,IOD,1,13.648293963254591,2
3KTP,3ktr,A,A,,0,12.690355329949238,2
3KUG,4m5n,A,A,APC,31,51.4018691588785,15
3KUG,4m5g,A,A,APC,31,52.160493827160494,15
3KUG,4m5l,A,A,APC,31,50.80906148867314,15
3KUG,1ex8,A,A,A4P,48,48.02065404475043,15
3KUG,5etm,A,A,APC,31,53.84615384615385,15
3KUG,4m5h,A,A,APC,31,53.293413173652695,15
3KUG,4m5i,A,A,APC,31,53.31230283911672,15
3KUG,5eto,A,A,APC,31,53.333333333333336,15
3KUG,4m5m,A,A,APC,31,54.071661237785015,15
3KUG,5etn,A,A,ATP,31,52.32198142414861,15
3KUG,5etk,A,A,APC,31,53.47432024169184,15
3KUG,3ud5,A,A,J1A,41,35.517970401691336,15
3KUG,5etp,A,A,APC,31,52.79503105590062,15
3KUG,4f7v,A,A,J1D,44,45.43859649122808,15
3KUG,4m5k,A,A,APC,31,51.11111111111111,15
3KUP,5t1i,B,A,AAR,12,32.91814946619217,1
3KUR,3pkn,A,A,IOD,1,13.648293963254591,2
3KUR,3ktr,A,A,,0,12.690355329949238,2
3KV9,3u78,A,A,E67,27,24.53333333333333,1
3KXS,5wre,A,A,7TL,34,18.323789692868296,3
3KXS,5t2p,A,A,K89,29,17.575140091696383,3
3KXS,6j10,B,A,B4O,15,25.0,3
3KXX,4rwj,A,A,66T,34,49.67462039045553,4
3KXX,3tt0,A,A,07J,38,39.91683991683992,4
3KXX,4rwk,A,A,66T,34,52.8395061728395,4
3KXX,5vnd,A,A,9ES,43,38.333333333333336,4
3KYN,6aee,A,A,,0,31.13013698630137,1
3KYO,6aee,A,A,,0,31.13013698630137,1
3KZD,3kze,A,A,,0,29.42162615255658,2
3KZD,4gvc,A,A,PTR,16,26.16279069767442,2
3L0C,3pgl,A,A,RZX,25,40.56761268781302,1
3L0Y,3pgl,A,A,RZX,25,40.56761268781302,1
3L1A,4xtx,A,A,590,40,36.2603305785124,10
3L1A,3rux,A,A,BS5,38,32.800000000000004,10
3L1A,4xu0,A,A,44N,39,30.877901109989907,10
3L1A,4xtw,A,A,44M,40,35.4639175257732,10
3L1A,4xty,A,A,44L,38,34.58498023715415,10
3L1A,4xtv,A,A,44K,36,31.384015594541907,10
3L1A,4xtz,A,A,594,38,35.3938185443669,10
3L1A,4xu1,A,A,44O,37,34.5821325648415,10
3L1A,4xu3,A,A,44R,34,35.96673596673597,10
3L1A,4xu2,A,A,44Q,37,30.28169014084507,10
3L2I,4iuo,A,A,QIC,13,37.35558408215661,3
3L2I,4gui,A,A,QIC,13,36.54320987654321,3
3L2I,4guj,A,A,SKM,12,35.30864197530864,3
3L42,3mo8,A,A,M3L,12,52.5,1
3L8I,3rqg,C,A,,0,3.5631293570875293,1
3L8J,3rqg,C,A,,0,3.5631293570875293,1
3L9J,4twt,A,T,38A,12,26.458752515090545,1
3LDZ,3rul,A,E,HG7,18,95.94594594594594,1
3LI3,2gvv,A,A,DI9,15,59.840425531914896,1
3LI4,2gvv,A,A,DI9,15,59.840425531914896,1
3LL8,5sve,A,A,,0,33.622559652928416,1
3LOI,3lzz,A,A,GDP,28,25.49342105263157,1
3LQH,3lqj,A,A,M3L,12,62.43523316062176,1
3LRB,5j4n,A,A,AG2,23,12.747875354107649,1
3LSV,3p4w,A,A,PLC,33,19.76401179941003,3
3LSV,4f8h,B,A,PC1,39,32.45614035087719,3
3LSV,3p50,A,A,LMT,35,16.447368421052634,3
3LU0,5uah,C,C,RFP,59,46.28180039138943,13
3LU0,4mex,C,C,MEA,12,43.75,13
3LU0,4zh3,C,C,4OD,22,46.63608562691132,13
3LU0,4xsx,C,C,42S,20,48.01980198019802,13
3LU0,4xsz,C,C,42U,31,51.96700507614214,13
3LU0,4xsy,C,C,42T,32,49.86033519553072,13
3LU0,5uac,C,C,RFP,59,52.34449760765551,13
3LU0,5ual,C,C,RFP,59,55.0233644859813,13
3LU0,4zh4,C,C,4OE,23,48.86914378029079,13
3LU0,4kn4,C,C,1RL,126,54.03788634097707,13
3LU0,4kmu,C,C,RFP,117,53.32690453230472,13
3LU0,4kn7,C,C,1RM,145,52.69121813031161,13
3LU0,4zh2,C,C,4OB,20,47.92703150912106,13
3LUC,3qx9,A,A,ATP,31,19.35881627620222,2
3LUC,3qx8,A,A,GTG,52,17.17557251908397,2
3LVZ,5wcm,A,A,4NZ,13,57.647058823529406,1
3LWE,3r93,A,A,M3L,12,25.19083969465649,2
3LWE,3qo2,A,A,M3L,12,28.175182481751825,2
3M1N,4c4n,A,A,SGN,20,44.54148471615721,1
3M1P,3k8c,A,A,RES,14,33.10719131614654,1
3M1Q,5n0d,A,A,8F2,30,50.77605321507761,353
3M1Q,5llc,A,A,V26,26,49.08675799086758,353
3M1Q,5nxv,A,A,9E2,24,45.78313253012048,353
3M1Q,2weg,A,A,FBV,11,50.51020408163265,353
3M1Q,6c7w,A,A,LMS,23,47.08520179372198,353
3M1Q,5flt,A,A,VJJ,16,50.35460992907801,353
3M1Q,1g53,A,A,F6B,22,47.651006711409394,353
3M1Q,5eij,A,A,5OT,21,45.93175853018373,353
3M1Q,4e3f,A,A,GRE,11,46.749226006191954,353
3M1Q,3v7x,A,A,D7A,25,44.612068965517246,353
3M1Q,2hd6,A,A,BOS,20,45.74209245742093,353
3M1Q,3mnu,A,A,BON,20,43.897216274089935,353
3M1Q,5amg,A,A,IW7,22,45.30892448512586,353
3M1Q,4z1j,A,A,4KC,22,46.875,353
3M1Q,4qy3,A,A,3G1,18,93.02325581395348,353
3M1Q,4q99,A,A,MBO,10,50.31446540880504,353
3M1Q,6d1m,A,A,FQY,17,49.21465968586388,353
3M1Q,5sz2,A,A,72G,29,59.523809523809526,353
3M1Q,3s77,B,A,EVI,9,49.25373134328358,353
3M1Q,5fls,A,A,6ZX,13,53.103448275862064,353
3M1Q,5ekh,A,A,5RD,16,47.98927613941019,353
3M1Q,6b4d,A,A,53X,34,52.39294710327456,353
3M1Q,3rz5,A,A,RZ5,18,43.735763097949885,353
3M1Q,3ryx,B,A,RYX,21,48.0,353
3M1Q,4q7s,A,A,MBO,10,51.632047477744806,353
3M1Q,3rz0,B,A,RZ0,17,48.42342342342342,353
3M1Q,5ekm,A,A,TG5,19,42.725173210161664,353
3M1Q,4q6e,A,A,KR5,22,48.08612440191388,353
3M1Q,6ecz,A,A,J4D,29,47.82608695652174,353
3M1Q,5ny3,A,A,9E8,23,47.02970297029702,353
3M1Q,2ez7,A,A,DHI,11,55.13307984790875,353
3M1Q,4q7v,A,A,MBO,10,51.07033639143731,353
3M1Q,5aml,A,A,51J,21,46.335697399527184,353
3M1Q,1yda,A,A,AZM,13,48.258706467661696,353
3M1Q,3sax,A,A,E50,23,47.266313932980594,353
3M1Q,3m96,A,A,E38,25,44.65408805031446,353
3M1Q,1g54,A,A,FFB,25,47.27272727272727,353
3M1Q,3oyq,A,A,OYQ,19,48.51258581235698,353
3M1Q,1bnt,A,A,AL2,24,43.31797235023041,353
3M1Q,3n4b,A,A,WWZ,32,47.80876494023904,353
3M1Q,3m40,A,A,J45,21,43.8388625592417,353
3M1Q,4bf1,A,A,9FK,24,48.55769230769231,353
3M1Q,5a6h,A,A,OE2,21,46.99074074074074,353
3M1Q,5n0e,A,A,8F3,30,48.30097087378641,353
3M1Q,4bf6,A,A,X0Q,22,45.77114427860697,353
3M1Q,2wej,A,A,FB2,10,50.256410256410255,353
3M1Q,3zp9,A,A,9TH,39,43.656716417910445,353
3M1Q,5thn,A,A,CIT,13,53.98230088495575,353
3M1Q,4g0c,A,A,AZM,18,44.66501240694789,353
3M1Q,5ljt,A,A,A6N,37,47.85276073619632,353
3M1Q,3rz7,A,A,RZ7,30,46.526315789473685,353
3M1Q,6eda,A,A,J3V,28,44.03669724770643,353
3M1Q,6ceh,A,A,EZ1,14,46.49859943977591,353
3M1Q,3bl0,A,A,BL0,13,44.68599033816425,353
3M1Q,4pyx,A,A,V90,26,45.45454545454545,353
3M1Q,3dd0,A,A,EZL,16,49.01960784313725,353
3M1Q,4q81,A,A,7MH,10,49.71428571428572,353
3M1Q,3n2p,A,A,AYX,34,43.6036036036036,353
3M1Q,1xq0,A,A,4TR,27,41.76954732510288,353
3M1Q,5ty8,A,A,7Q1,13,51.540616246498594,353
3M1Q,4q83,A,A,3FH,12,47.8021978021978,353
3M1Q,5mjn,A,A,7O8,18,44.47300771208226,353
3M1Q,6qfw,A,A,JR8,35,40.43010752688172,353
3M1Q,5n1s,A,A,8GE,19,49.75247524752475,353
3M1Q,4q9y,A,A,MBO,10,48.20846905537459,353
3M1Q,3c7p,A,A,POF,33,46.75615212527964,353
3M1Q,4knj,A,A,E1F,21,46.50112866817156,353
3M1Q,2qo8,A,A,3CC,23,47.27272727272727,353
3M1Q,3mmf,A,A,D9H,34,45.37037037037037,353
3M1Q,6bc9,A,A,ETS,35,50.89514066496164,353
3M1Q,4zwy,A,A,4SN,31,48.80694143167028,353
3M1Q,2pow,A,A,I7C,19,45.43478260869565,353
3M1Q,1a42,A,A,BZU,23,45.27027027027027,353
3M1Q,3mhc,A,A,ARZ,22,45.35637149028078,353
3M1Q,5u0e,A,A,7R4,14,47.45762711864407,353
3M1Q,2osm,A,A,HTS,8,51.813471502590666,353
3M1Q,5uln,A,A,8JS,21,46.31578947368421,353
3M1Q,3sbh,A,A,E65,22,47.4537037037037,353
3M1Q,5n25,A,A,8HK,16,48.78048780487805,353
3M1Q,5u0f,A,A,7R1,18,48.48484848484848,353
3M1Q,4itp,A,A,1GD,21,44.2159383033419,353
3M1Q,4z1n,A,A,4KD,22,46.437994722955146,353
3M1Q,1bn3,A,A,AL6,23,44.153225806451616,353
3M1Q,4iwz,A,A,1GO,18,41.84549356223176,353
3M1Q,3v5g,A,A,0F3,15,50.36496350364964,353
3M1Q,5eh5,A,A,XCZ,11,47.63231197771588,353
3M1Q,3s75,B,A,EVG,9,47.42268041237113,353
3M1Q,4q7w,A,A,MBO,10,52.67857142857143,353
3M1Q,4ww6,A,A,3TV,18,47.75,353
3M1Q,3p3j,A,A,498,26,46.69703872437358,353
3M1Q,3f8e,A,A,TE1,20,34.300791556728235,353
3M1Q,5u0g,A,A,7QY,18,50.67750677506775,353
3M1Q,5tya,A,A,7QS,13,48.06629834254144,353
3M1Q,1kwq,A,A,SG1,19,51.44927536231884,353
3M1Q,5nxw,A,A,RA9,21,44.11027568922306,353
3M1Q,3t83,A,A,SG5,28,43.41085271317829,353
3M1Q,2weo,A,A,FBW,11,48.64864864864865,353
3M1Q,4lp6,A,A,Q4I,97,43.291139240506325,353
3M1Q,3oys,A,A,OYS,20,47.980997624703086,353
3M1Q,3rj7,A,A,RCS,26,44.396551724137936,353
3M1Q,6h34,A,A,FKK,26,48.52941176470589,353
3M1Q,4m2u,A,A,ETS,19,47.59036144578313,353
3M1Q,5e2r,A,A,520,25,47.11538461538461,353
3M1Q,3myq,A,A,E27,28,46.40657084188911,353
3M1Q,3cyu,A,A,0CR,103,45.2431289640592,353
3M1Q,2qp6,A,A,MB1,14,47.40566037735849,353
3M1Q,5n24,A,A,8HE,18,48.79356568364612,353
3M1Q,3p4v,A,A,PMX,22,41.38755980861244,353
3M1Q,5doh,A,A,5DU,27,51.51793928242871,353
3M1Q,5ekj,A,A,TG4,21,46.96969696969697,353
3M1Q,6c7x,A,A,EO7,24,45.08009153318078,353
3M1Q,5thj,A,A,CIT,13,44.51038575667656,353
3M1Q,3caj,A,A,EZL,16,48.25,353
3M1Q,3s78,B,A,EVJ,9,46.99738903394256,353
3M1Q,2q38,A,A,LSA,12,47.30392156862745,353
3M1Q,2hnc,A,A,1SA,10,48.984771573604064,353
3M1Q,6ugn,A,A,Q77,24,46.65226781857452,353
3M1Q,4yxo,A,A,4JC,12,41.66666666666667,353
3M1Q,1bnm,A,A,AL8,25,44.354838709677416,353
3M1Q,6oe0,A,A,M8S,27,44.23868312757202,353
3M1Q,3po6,A,A,DT9,19,44.398340248962654,353
3M1Q,5ny1,A,A,9E5,26,49.65034965034965,353
3M1Q,4q8y,A,A,HQT,12,48.49315068493151,353
3M1Q,6b59,A,A,CQS,43,43.42984409799555,353
3M1Q,1oq5,A,A,CEL,26,39.1812865497076,353
3M1Q,4qtl,A,A,WWO,27,42.5925925925926,353
3M1Q,1cin,A,A,MTS,18,88.64734299516908,353
3M1Q,5wlv,A,A,42G,30,42.16867469879519,353
3M1Q,3s8x,A,A,E59,22,48.99328859060403,353
3M1Q,5eh8,A,A,5O6,14,54.54545454545454,353
3M1Q,4yyt,A,A,S2O,13,48.34254143646409,353
3M1Q,3oy0,A,A,OY0,21,49.56140350877193,353
3M1Q,3rz8,A,A,RZ8,19,44.81327800829876,353
3M1Q,3mhm,A,A,J75,29,43.333333333333336,353
3M1Q,3r16,A,A,5UN,19,49.41176470588236,353
3M1Q,3kig,A,A,DA4,12,45.073891625615765,353
3M1Q,5ty1,A,A,7QV,17,47.35449735449736,353
3M1Q,2gd8,A,A,PO1,30,47.7751756440281,353
3M1Q,5sz1,A,A,72E,17,47.540983606557376,353
3M1Q,5nxg,A,A,RA1,23,45.5607476635514,353
3M1Q,5wg7,A,A,AUD,15,43.85964912280701,353
3M1Q,4rn4,A,A,3T7,39,41.21338912133891,353
3M1Q,4z1e,A,A,DF5,24,45.06666666666666,353
3M1Q,1kwr,A,A,SG2,15,44.07582938388626,353
3M1Q,4rux,A,A,3W3,26,46.84931506849316,353
3M1Q,1cnw,A,A,EG1,26,46.66666666666666,353
3M1Q,3t82,A,A,SG4,22,45.17453798767967,353
3M1Q,5fdc,A,A,5WN,15,47.04225352112676,353
3M1Q,5j8z,A,A,FC4,32,42.82560706401766,353
3M1Q,2x7t,A,A,WZB,30,46.017699115044245,353
3M1Q,1cnx,A,A,EG2,22,46.25550660792951,353
3M1Q,3b4f,A,A,TUO,23,50.20746887966805,353
3M1Q,5txy,A,A,7Q1,13,53.2967032967033,353
3M1Q,6g6t,A,A,ENN,19,50.0,353
3M1Q,4e3g,A,A,MBO,10,48.50498338870432,353
3M1Q,4rfc,A,A,3O1,23,44.5,353
3M1Q,4q7p,A,A,MBO,10,50.294117647058826,353
3M1Q,6ebe,A,A,J3V,28,44.03669724770643,353
3M1Q,3mhi,A,A,J90,22,49.34782608695652,353
3M1Q,6bbs,A,A,BZ1,43,46.50537634408602,353
3M1Q,5ny6,A,A,9EB,23,19.642857142857142,353
3M1Q,1i91,A,A,INQ,29,45.27896995708154,353
3M1Q,2aw1,A,A,COX,22,45.23809523809524,353
3M1Q,5u0d,A,A,7R7,17,49.59568733153639,353
3M1Q,5fni,A,A,YIH,15,45.22613065326633,353
3M1Q,3t85,A,A,SG7,22,46.41350210970464,353
3M1Q,3p5l,A,A,IT5,17,47.55244755244755,353
3M1Q,3ieo,A,A,AMJ,18,38.9240506329114,353
3M1Q,6qfu,A,A,J0K,34,41.00418410041841,353
3M1Q,4e49,A,A,MBO,10,49.30362116991643,353
3M1Q,1bnn,A,A,AL1,23,44.55645161290322,353
3M1Q,5ehv,A,A,5ON,23,50.27624309392266,353
3M1Q,3m3x,A,A,JS7,24,49.671772428884026,353
3M1Q,3bet,A,A,CTF,28,44.42013129102845,353
3M1Q,5drs,A,A,5EF,29,44.0251572327044,353
3M1Q,2wd3,A,A,MS4,26,55.62248995983936,353
3M1Q,3p55,A,A,670,26,45.3514739229025,353
3M1Q,5e28,A,A,BC5,17,48.06629834254144,353
3M1Q,2h15,A,A,B19,22,44.42105263157895,353
3M1Q,2o4z,A,A,HSW,6,50.256410256410255,353
3M1Q,5fdi,A,A,5WM,17,42.56410256410256,353
3M1Q,6d1l,A,A,FQV,15,47.277227722772274,353
3M1Q,6hzx,A,A,6H0,28,43.50797266514807,353
3M1Q,1zfq,A,A,ZEC,14,47.73869346733669,353
3M1Q,6rvk,A,A,R29,22,46.01990049751244,353
3M1Q,2pov,A,A,I7B,16,46.59340659340659,353
3M1Q,3k2f,A,A,NKX,33,44.083969465648856,353
3M1Q,6rw1,A,A,KL5,22,47.93814432989691,353
3M1Q,6uh0,A,A,PX7,21,50.21929824561403,353
3M1Q,5nee,A,A,8V5,22,40.54054054054054,353
3M1Q,3d9z,A,A,D9Z,16,44.66501240694789,353
3M1Q,2x7u,A,A,WZA,26,44.258872651357,353
3M1Q,3r17,B,A,5UM,20,47.35632183908047,353
3M1Q,4ht0,A,A,V50,23,47.368421052631575,353
3M1Q,1eou,A,A,SMS,22,44.32314410480349,353
3M1Q,3mna,A,A,DWH,36,45.21575984990619,353
3M1Q,6equ,A,A,BVE,36,51.57232704402516,353
3M1Q,6ic2,A,A,BBJ,25,40.63205417607224,353
3M1Q,5gmn,A,A,949,25,41.810344827586206,353
3M1Q,1bcd,A,A,FMS,8,49.87775061124695,353
3M1Q,3dd8,A,A,2C7,24,49.63855421686747,353
3M1Q,4mlt,A,A,MBO,10,53.5483870967742,353
3M1Q,3t5u,A,A,A09,11,47.18826405867971,353
3M1Q,4qjm,A,A,V1F,32,40.98712446351932,353
3M1Q,5fnj,A,A,YI6,13,44.91725768321513,353
3M1Q,3sbi,A,A,E90,20,50.11600928074246,353
3M1Q,1z9y,A,A,FUN,21,44.52054794520548,353
3M1Q,3sap,A,A,E2I,24,46.82713347921225,353
3M1Q,3hs4,A,A,AZM,13,46.71361502347418,353
3M1Q,5byi,A,A,4WA,19,46.73629242819843,353
3M1Q,6qfx,A,A,JR3,36,40.64516129032258,353
3M1Q,6oe1,A,A,M8V,26,44.75982532751092,353
3M1Q,5vgy,A,A,9AA,19,49.86595174262735,353
3M1Q,1i8z,A,A,INL,30,43.90243902439025,353
3M1Q,4r5b,A,A,3J4,24,43.82566585956417,353
3M1Q,1cny,A,A,EG3,33,45.011600928074245,353
3M1Q,5ty9,A,A,7QV,17,48.17708333333333,353
3M1Q,5llh,A,A,V49,24,47.31457800511509,353
3M1Q,5eh7,A,A,5O5,15,45.58472553699284,353
3M1Q,5nxo,A,A,9HK,20,45.73643410852713,353
3M1Q,3s9t,A,A,E49,23,43.61702127659575,353
3M1Q,5fng,A,A,YIE,13,46.96569920844328,353
3M1Q,3mho,A,A,J43,22,48.598130841121495,353
3M1Q,6odz,A,A,M8J,25,41.61073825503356,353
3M1Q,6hx5,A,A,GXE,7,47.01986754966888,353
3M1Q,3d8w,A,A,D8W,19,45.88235294117647,353
3M1Q,5sz0,A,A,72D,27,48.79356568364612,353
3M1Q,5e2k,A,A,BX4,17,48.62637362637363,353
3M1Q,1ydb,A,A,AZM,13,48.507462686567166,353
3M1Q,3s76,A,A,EVH,9,52.5,353
3M1Q,3n0n,A,A,P9B,32,48.17658349328215,353
3M1Q,4q90,A,A,MBO,10,49.51768488745981,353
3M1Q,1ze8,A,A,PIU,21,41.86550976138829,353
3M1Q,4q8x,A,A,7FH,12,46.93251533742331,353
