pdb_id,apo_pdb_id,apo_chain
4lpf,6YJH,A
3tfv,2ZCO,A
1lhg,4H6S,B
1lhg,1DM4,B
6azk,1YY8,B
6azk,5I76,B
6azk,5GZ0,B
6o68,3PRG,A
3ads,6KTM,A
3ads,3PRG,A
3ads,7CXE,A
3ads,7CXJ,A
4dzw,1YHK,A
2yga,1AH6,A
6bfw,1SGZ,A
6hf5,6OP6,A
3rl8,3RL8,A
3rl8,4G69,A
3rl8,8CN3,A
3rl8,8CN3,B
5aqq,1YUW,A
5aqq,3CQX,A
5aqq,4HWI,A
2fjn,2F6F,A
2fjn,1PA1,A
2fjn,4QBE,A
2fjn,7KEN,A
2fjn,7L0C,A
2fjn,1I57,A
2fjn,3SME,A
2fjn,8EXK,A
2fjn,8U1E,A
2fjn,4BJO,A
2fjn,6NTP,A
2fjn,6CWU,A
2fjn,6CWV,A
2fjn,3ZV2,A
2fjn,5KA4,A
2fjn,3A5K,A
2x4s,7EU2,A
2x4s,7KGO,A
2x4s,8DNT,E
2x4s,4WUU,A
2x4s,1AKJ,A
2x4s,7RTD,A
2x4s,7BBG,A
2x4s,1AO7,A
2x4s,3OXR,A
2x4s,1QRN,A
2x4s,5D2L,A
2x4s,3MRB,A
2x4s,2UWE,A
2x4s,3OXS,A
2x4s,3MR9,A
2x4s,3GSN,H
2x4s,2JCC,A
2x4s,6VQO,A
2x4s,1QSF,A
2x4s,5EOT,A
2x4s,1HLA,A
2x4s,6W51,A
3uvl,7DNO,A
3uvl,2GNQ,A
3uvl,2H9L,A
3uvl,6BYN,W
3uvl,3MXX,A
3uvl,5SXM,A
3uvl,2H68,A
3uvl,2H9M,A
3uvl,4CY2,A
3uvl,3N0D,A
3uvl,3N0E,A
3uvl,7BCY,A
3uvl,3EMH,A
1jd0,1JCZ,A
4oeg,6L4O,B
4oeg,1BFG,A
4oeg,2M49,A
4oeg,1BAS,A
4oeg,1CVS,A
4oeg,1BLA,A
4oeg,1II4,A
5ir1,1YY8,B
5ir1,5I76,B
5ir1,5GZ0,B
3d1e,1MMI,A
3d1e,2XUR,A
3d1e,1JQJ,A
3rjm,2P2C,A
3fty,5NIE,A
5wlg,5WLG,A
5wlg,5OPI,A
5wlg,1S7U,A
5wlg,1N3N,A
5wlg,1N5A,A
5wlg,1JUF,A
5wlg,3BUY,A
5wlg,4HV8,A
5wlg,1CE6,A
5wlg,1FG2,A
5wlg,1BZ9,A
5wlg,1FFN,A
5wlg,1HOC,A
5i2z,1OS2,A
5i2z,3BA0,A
5i2z,2K9C,A
5mxr,6OP6,A
3b8h,1IKQ,A
3b8h,1IKP,A
3khv,2NWN,A
6p7p,6P7P,A
4kiq,2Y8O,A
4kiq,5ETF,A
3nw9,2ZLB,A
3ft5,2K5B,A
3ft5,8B7I,A
3ft5,6GP4,A
3ft5,5J80,A
3s3m,4BAC,A
1bmb,1FHS,A
1bmb,1GRI,A
1bmb,6VK2,A
1bmb,1GHU,A
5ylt,1H3I,A
5o1e,2J1X,A
5o1e,1UOL,A
4gly,4ZKS,U
5fa7,7R3R,A
5fa7,7QQC,A
5fa7,3ZNY,A
5fa7,7R3Q,A
2ykj,2K5B,A
2ykj,8B7I,A
2ykj,6GP4,A
2ykj,5J80,A
1ow8,1OW6,A
1ow8,1K04,A
1ow8,3S9O,A
1ow8,7W7Z,A
2fo4,2QRI,A
2fo4,1S7Q,A
2fo4,1N59,A
2fo4,1FO0,H
2fo4,2QRS,A
2fo4,3P4M,A
2fo4,5OQF,A
2fo4,1KJ3,H
2fo4,1NAN,H
2fo4,2QRT,A
2fo4,5OQH,A
2fo4,5OQI,A
2fo4,5OQG,A
2fo4,3RGV,C
2fo4,2MHA,A
4wq3,1KFU,S
4wq3,4PHJ,A
1ule,1UL9,A
6o57,5T2E,A
6ayd,1XQZ,A
6ayd,4JX3,A
1g7p,2QRI,A
1g7p,1S7Q,A
1g7p,1N59,A
1g7p,1FO0,H
1g7p,2QRS,A
1g7p,3P4M,A
1g7p,5OQF,A
1g7p,1KJ3,H
1g7p,1NAN,H
1g7p,2QRT,A
1g7p,5OQH,A
1g7p,5OQI,A
1g7p,5OQG,A
1g7p,3RGV,C
1g7p,2MHA,A
1k1p,1BTP,A
1k1p,6MRQ,A
1k1p,1OPH,B
1k1p,3VEQ,B
1k1p,1TAW,A
3ob2,6XAR,A
3ob2,1B47,A
3ob2,6O02,A
3ob2,5J3X,A
3ob2,2Y1M,A
3ob2,5HKW,A
3ob2,6O03,A
6bfp,1BTP,A
6bfp,6MRQ,A
2x4t,7EU2,A
2x4t,7KGO,A
2x4t,8DNT,E
2x4t,4WUU,A
2x4t,1AKJ,A
2x4t,7RTD,A
2x4t,7BBG,A
2x4t,1AO7,A
2x4t,3OXR,A
2x4t,1QRN,A
2x4t,5D2L,A
2x4t,3MRB,A
2x4t,2UWE,A
2x4t,3OXS,A
2x4t,3MR9,A
2x4t,3GSN,H
2x4t,2JCC,A
2x4t,6VQO,A
2x4t,1QSF,A
2x4t,5EOT,A
2x4t,1HLA,A
2x4t,6W51,A
5aqv,1YUW,A
5aqv,3CQX,A
5aqv,4HWI,A
4znx,4ZNX,A
4znx,1AZG,B
4znx,1A0N,B
4znx,1SHF,A
4znx,1FYN,A
4znx,1AVZ,C
4znx,7A2J,A
4znx,1G83,A
4xm6,1J7N,A
3uvk,7BCY,A
2joa,2YTW,A
2v22,5IF1,B
2v22,6P3W,B
5v35,5U9K,A
5v35,5U9A,A
6azl,1YY8,B
6azl,5I76,B
6azl,5GZ0,B
1g2a,2W3T,A
1g2a,1DFF,A
1g2a,4AL2,A
1g2a,1DEF,A
1tps,1BTP,A
1tps,6MRQ,A
1tps,1OPH,B
1tps,3VEQ,B
1tps,1TAW,A
3u3z,3SHT,A
2k3w,1YXR,A
2k3w,2JQ9,A
3chr,5NIE,A
5c7e,5C6Q,A
1tyn,1BTP,A
1tyn,6MRQ,A
1tyn,1OPH,B
1tyn,3VEQ,B
1tyn,1TAW,A
4du8,3QT5,A
5yie,5BWY,A
5o4t,4LC2,A
3gnv,1NB4,A
3gnv,4RY7,A
3gnv,4RY4,A
3gnv,2XHV,A
3gnv,4RY6,A
3gnv,2XHU,A
3gnv,3MWV,A
1mqg,5KK2,A
1mqg,8P3Y,A
1t37,1LN8,A
2zx9,2ZWY,A
1o47,7YQE,A
2osm,1CAN,A
2osm,3MNJ,A
2osm,1CAK,A
2osm,1UGD,A
2osm,2NXR,A
2osm,3MNH,A
2osm,1CAJ,A
2osm,1UGF,A
2osm,1UGB,A
2osm,3DVD,A
2osm,1CAL,A
2osm,3MNI,A
2osm,3MNK,A
2osm,1TH9,A
2osm,1TG3,A
2osm,3DV7,A
2osm,1CAI,A
2osm,3DVC,A
2osm,1G3Z,A
2osm,3TVN,X
2osm,1UGC,A
2osm,1UGE,A
2osm,4YGJ,A
2osm,1UGA,A
2osm,2NWO,A
2osm,2NWY,A
2osm,3DVB,A
2osm,1BIC,A
2osm,1ZSA,A
2osm,1CNH,A
2osm,2FNK,A
2osm,1CNJ,A
2osm,1CNG,A
2osm,4QK1,A
2osm,5ZXW,A
2osm,3RG4,A
2osm,1CNI,A
2osm,1H9N,A
2osm,3RLD,A
2osm,1CNK,A
2osm,1YO0,A
2osm,1HEA,A
2osm,1MUA,A
2osm,1CA3,A
2osm,1LZV,A
2osm,1HEC,A
2osm,3RG3,A
2osm,5CA2,A
2osm,12CA,A
2osm,3RGE,A
2osm,2FNM,A
2osm,9CA2,A
2osm,1HED,A
2osm,3M1Q,A
2osm,1LG5,A
2osm,1CVA,A
2osm,1DCA,A
2osm,6CA2,A
2osm,1H9Q,A
2osm,7CA2,A
2osm,1CCS,A
2osm,1CCT,A
2osm,1HEB,A
2osm,1CVC,A
2osm,1CVE,A
2osm,8CA2,A
2osm,1CNB,A
2osm,1HVA,A
2osm,1CVD,A
2osm,1CVH,A
2osm,1CVF,A
2osm,1CCU,A
2osm,1FQL,A
4tk1,2FTS,A
4ce2,1AH6,A
4ce2,3C0E,A
4qt2,2OFN,A
6rw1,1CAN,A
6rw1,1ZSA,A
6rw1,1UGD,A
6rw1,2NXR,A
6rw1,1CAK,A
6rw1,1CNH,A
6rw1,3MNH,A
6rw1,1CAJ,A
6rw1,1CAL,A
6rw1,1UGF,A
6rw1,3MNJ,A
6rw1,1HEA,A
6rw1,5ZXW,A
6rw1,1UGE,A
6rw1,1CAI,A
6rw1,1CNJ,A
6rw1,3DVC,A
6rw1,1CNI,A
6rw1,1CNG,A
6rw1,1H9N,A
6rw1,1UGB,A
6rw1,3DVD,A
6rw1,1CA3,A
6rw1,1MUA,A
6rw1,4QK1,A
6rw1,3RLD,A
6rw1,3MNI,A
6rw1,3MNK,A
6rw1,1TH9,A
6rw1,3RG4,A
6rw1,1TG3,A
6rw1,4YGJ,A
6rw1,1G3Z,A
6rw1,3TVN,X
6rw1,1HEC,A
6rw1,1BIC,A
6rw1,1CNK,A
6rw1,1UGC,A
6rw1,1UGA,A
6rw1,3DV7,A
6rw1,2NWO,A
6rw1,2NWY,A
6rw1,3DVB,A
6rw1,5CA2,A
6rw1,12CA,A
6rw1,1CVA,A
6rw1,1DCA,A
6rw1,6CA2,A
6rw1,9CA2,A
6rw1,1HED,A
6rw1,1LZV,A
6rw1,2FNK,A
6rw1,1CCS,A
6rw1,1CCT,A
6rw1,1HEB,A
6rw1,1H9Q,A
6rw1,1CCU,A
6rw1,7CA2,A
6rw1,3RG3,A
6rw1,1CVC,A
6rw1,1CVE,A
6rw1,8CA2,A
6rw1,1CNB,A
6rw1,1HVA,A
6rw1,1CVD,A
6rw1,1CVH,A
6rw1,1CVF,A
6rw1,3RGE,A
6rw1,1YO0,A
6rw1,3M1Q,A
6rw1,1LG5,A
6rw1,1FQL,A
6rw1,2FNM,A
2ksp,2KFF,A
2ksp,2JQ6,A
1a4h,1AH6,A
1a4h,3C0E,A
2ybp,2GP3,A
3ro0,3RNZ,A
3ro0,1AUG,A
3n2c,3FEQ,A
3n46,2F7M,F
4mji,1E27,A
4mji,1E28,A
4mji,3W39,A
3btc,1JT0,A
2ymt,2YMT,A
2ymt,2E9G,A
6udx,2KBW,A
6udx,5C6H,A
6udx,5JSB,A
6udx,6MBD,A
6udx,7XGE,B
6udx,5UUM,A
6udx,6MBE,A
6udx,4HW4,A
6udx,2MHS,A
2qnx,1U6E,A
2qnx,1M1M,A
2qnx,2AHB,A
2qnx,2AJ9,A
5o1b,2J1X,A
5o1b,1UOL,A
3ft2,3MRB,A
3ft2,7EU2,A
3ft2,3MR9,A
3ft2,3GSN,H
3ft2,7KGO,A
3ft2,8DNT,E
3ft2,4WUU,A
3ft2,1AKJ,A
3ft2,3OXR,A
3ft2,2UWE,A
3ft2,5D2L,A
3ft2,7RTD,A
3ft2,7BBG,A
3ft2,1AO7,A
3ft2,1QRN,A
3ft2,2JCC,A
3ft2,3OXS,A
3ft2,6VQO,A
3ft2,1QSF,A
3ft2,5EOT,A
3ft2,1HLA,A
3frg,1F0J,A
2wk2,1EDQ,A
2wk2,1CTN,A
2gph,2GPH,A
2gph,3ZU7,A
2gph,7E73,A
2gph,7E75,A
2gph,2FYS,A
2gph,4S2Z,A
4yw7,1L7L,A
4b6e,1CU1,A
4b6e,3O8B,A
1o4r,7YQE,A
1o2k,1BTP,A
1o2k,6MRQ,A
1o2k,1OPH,B
1o2k,3VEQ,B
1o2k,1TAW,A
3mbz,2JC7,A
1puq,1MUT,A
1k2v,7LB8,D
4xhe,3GUA,A
4xhe,6M4X,A
4xhe,5XGL,A
4xhe,7EGR,A
4xhe,7EGR,E
4xhe,7EGR,B
4n5t,2Z5T,M
4n5t,3DAC,A
5fnq,2DYH,A
5fnq,1X2J,A
5fnq,7ECA,A
5yc2,5YC2,A
3mb6,4MD7,E
3mb6,4DGL,C
3mb6,4MD8,E
3mb6,5ZN5,A
3mb6,4MD9,E
3mb6,5ZN0,A
3mb6,1NA7,A
3mb6,5ZN4,A
2fov,1CAN,A
2fov,2NXR,A
2fov,3MNJ,A
2fov,1CAK,A
2fov,1UGD,A
2fov,3MNH,A
2fov,1CAJ,A
2fov,1CAL,A
2fov,1UGF,A
2fov,1UGE,A
2fov,1CAI,A
2fov,3DVC,A
2fov,3TVN,X
2fov,1UGB,A
2fov,3DVD,A
2fov,1UGA,A
2fov,3MNI,A
2fov,3MNK,A
2fov,1TH9,A
2fov,1TG3,A
2fov,1G3Z,A
2fov,1BIC,A
2fov,1UGC,A
2fov,4YGJ,A
2fov,3DV7,A
2fov,2NWO,A
2fov,2NWY,A
2fov,3DVB,A
2fov,1ZSA,A
2fov,1CNH,A
2fov,2FNK,A
2fov,4QK1,A
2fov,5ZXW,A
2fov,1CNJ,A
2fov,1CNI,A
2fov,1CNG,A
2fov,1H9N,A
2fov,1LG5,A
2fov,3RG4,A
2fov,3RLD,A
2fov,1CNK,A
2fov,1MUA,A
2fov,1CA3,A
2fov,1HEA,A
2fov,1LZV,A
2fov,1HEC,A
2fov,5CA2,A
2fov,3RG3,A
2fov,1DCA,A
2fov,3RGE,A
2fov,1HED,A
2fov,12CA,A
2fov,6CA2,A
2fov,1H9Q,A
2fov,1CVA,A
2fov,1CCT,A
2fov,9CA2,A
2fov,1CNB,A
2fov,1HVA,A
2fov,1CVD,A
2fov,1CVH,A
2fov,1CCS,A
2fov,1HEB,A
2fov,1CCU,A
2fov,7CA2,A
2fov,8CA2,A
2fov,1CVF,A
2fov,1CVC,A
2fov,1CVE,A
3wyk,2OUV,A
5g42,5K38,A
3btj,1JT0,A
1ow6,1K04,A
1ow6,3S9O,A
1ow6,7W7Z,A
1ow6,1OW6,A
1sfi,1BTP,A
1sfi,6MRQ,A
1sfi,1OPH,B
1sfi,3VEQ,B
1sfi,1TAW,A
3ftw,5NIE,A
1vyj,7M5L,A
1vyj,7KQ0,A
1vyj,6EHT,C
1vyj,4D2G,A
1vyj,6EHT,A
1vyj,4ZTD,A
3w32,4I20,A
3vf9,1XBA,A
2i5j,1HYS,A
2i5j,1J5O,A
2i5j,1HVU,A
2i5j,3DLK,A
3wsy,7VT0,A
1db4,1N29,A
1db4,1N28,A
5uey,2I8N,A
3b28,6GP4,A
3b28,2K5B,A
3b28,8B7I,A
3b28,5J80,A
4qwx,1G0U,L
4qwx,1FNT,M
4qw4,1G0U,L
4qw4,1FNT,M
3h26,3V5O,A
6g3o,8BPA,B
6cyg,6GP4,A
6cyg,2K5B,A
6cyg,8B7I,A
6cyg,5J80,A
4h5d,2F7M,F
3fw4,1NGL,A
4lph,2F7M,F
1rzx,1RZX,A
1rzx,1X8S,A
1rzx,1RY4,A
2ynr,1IAL,A
2ynr,1Q1S,C
2ynr,1EJL,I
2ynr,3ZIN,A
2ynr,5CTT,A
2ynr,4BA3,A
2ynr,4HTV,A
2ynr,3BTR,C
2ynr,3OQS,A
2ynr,2YNR,A
2ynr,3VE6,A
2ynr,6P6E,A
2ynr,3TPO,A
2ynr,5K9S,A
2ynr,2C1M,A
2ynr,5HUW,C
2ynr,1Y2A,C
2ynr,7JJM,B
2ynr,6IU7,A
2ynr,3TPM,A
2ynr,6IW8,C
2vwf,2VWF,A
4pgb,1KJ3,H
4pgb,1NAN,H
4pgb,3P4M,A
4pgb,2QRI,A
4pgb,2QRS,A
4pgb,5OQF,A
4pgb,1S7Q,A
4pgb,1N59,A
4pgb,2QRT,A
4pgb,1FO0,H
4pgb,5OQH,A
4pgb,5OQI,A
4pgb,5OQG,A
4pgb,3RGV,C
4pgb,2MHA,A
4bvb,8BBK,A
6avi,6KTM,A
6avi,3PRG,A
6avi,7CXJ,A
6avi,7CXE,A
3ik1,1TDA,A
3ik1,1BO8,A
3ik1,1BO7,A
1v3x,1C5M,D
1v3x,7TPP,B
6ovz,3SPU,A
6ovz,3ZR9,A
6ovz,5WIG,A
6ovz,4TYF,A
6ovz,4TZB,A
6ovz,4TZ9,A
6ovz,4TZE,A
6ovz,5ZGF,A
6ovz,5WIH,A
6ovz,4TZF,A
6ovz,6CAC,A
6ovz,3PG4,A
2ykc,2K5B,A
2ykc,8B7I,A
2ykc,6GP4,A
2ykc,5J80,A
3zcz,1W79,A
1bmk,2LGC,A
1bmk,5ETC,A
1bmk,5ETI,A
3wyl,2OUV,A
6msa,2OUV,A
4l6q,5U7Q,A
2o9v,2O2W,A
2o9v,4LN2,A
2o9v,2MOX,A
4bzn,1XQZ,A
4bzn,4JX3,A
5tyo,5CH3,A
5tyo,5C8V,A
5tyo,4FNG,A
2hob,3M3S,A
2hob,1Z1J,A
2hob,2QCY,A
2hob,5B6O,A
2hob,3M3T,A
2hob,3M3V,A
2hob,2Q6G,A
2hob,3E91,A
2hob,2QC2,A
2hob,1UJ1,A
2hob,4HI3,A
2hob,3F9F,A
2hob,3F9E,A
4ie2,6SS4,AAA
4ie2,6SS6,AAA
2mpa,1MNU,H
1o49,7YQE,A
2v13,1BBS,A
2v13,2X0B,A
4ny3,2HV6,A
4ny3,2IXM,A
4pge,2QRI,A
4pge,1S7Q,A
4pge,1N59,A
4pge,1FO0,H
4pge,2QRS,A
4pge,3P4M,A
4pge,5OQF,A
4pge,1KJ3,H
4pge,1NAN,H
4pge,2QRT,A
4pge,5OQH,A
4pge,5OQI,A
4pge,5OQG,A
4pge,3RGV,C
4pge,2MHA,A
1py1,1JWF,A
2g0h,1PRG,A
1mqi,5KK2,A
1mqi,8P3Y,A
5e2m,1CRM,A
6cvd,2QY9,A
6cvd,1FTS,A
3dt1,2LGC,A
3dt1,5ETC,A
3dt1,5ETI,A
4ii9,1NE9,A
4ii9,1XF8,A
4ii9,1XE4,A
4kln,8B5R,A
4kln,5C19,A
4kln,7K57,A
1cwc,1AK4,A
1cwc,1M9E,A
1cwc,1AWQ,A
1cwc,7TA8,A
1cwc,3K0O,A
1cwc,3K0R,A
2be2,1HYS,A
2be2,1J5O,A
2be2,1HVU,A
2be2,3DLK,A
3h21,3V5O,A
4qw3,1G0U,L
4qw3,1FNT,M
4h5c,2F7M,F
4j04,3MWV,A
4j04,1NB4,A
4j04,2XHU,A
4j04,4RY4,A
4j04,2XHV,A
4j04,4RY7,A
4j04,4RY6,A
6gy1,2ZLB,A
5nhl,3ZU7,A
5nhl,7E73,A
5nhl,7E75,A
5nhl,2GPH,A
5nhl,2FYS,A
5nhl,6OT6,A
5nhl,4S2Z,A
4f3i,6BN8,C
3odi,1AK4,A
3odi,1M9E,A
3odi,1AWQ,A
3odi,7TA8,A
3odi,3K0O,A
3odi,3K0R,A
2x2c,1AK4,A
2x2c,1M9E,A
2x2c,1AWQ,A
4gj7,1BBS,A
4gj7,2X0B,A
5vsb,5FWI,C
5vsb,2F1Z,A
6c99,6FGB,A
6c99,4N0F,A
6c99,4K71,B
6c99,5BXF,A
4q1s,1FNT,N
4q1s,1G0U,1
4q1s,4Y8M,M
1kwr,1CAN,A
1kwr,3MNJ,A
1kwr,1CAK,A
1kwr,1UGD,A
1kwr,2NXR,A
1kwr,3MNH,A
1kwr,1CAJ,A
1kwr,1UGF,A
1kwr,1UGB,A
1kwr,3DVD,A
1kwr,1CAL,A
1kwr,3MNI,A
1kwr,3MNK,A
1kwr,1TH9,A
1kwr,1TG3,A
1kwr,3DV7,A
1kwr,1CAI,A
1kwr,3DVC,A
1kwr,1G3Z,A
1kwr,3TVN,X
1kwr,1UGC,A
1kwr,1UGE,A
1kwr,4YGJ,A
1kwr,1UGA,A
1kwr,2NWO,A
1kwr,2NWY,A
1kwr,3DVB,A
1kwr,1BIC,A
1kwr,1ZSA,A
1kwr,1CNH,A
1kwr,2FNK,A
1kwr,1CNJ,A
1kwr,1CNG,A
1kwr,4QK1,A
1kwr,5ZXW,A
1kwr,3RG4,A
1kwr,1CNI,A
1kwr,1H9N,A
1kwr,3RLD,A
1kwr,1CNK,A
1kwr,1YO0,A
1kwr,1HEA,A
1kwr,1MUA,A
1kwr,1CA3,A
1kwr,1LZV,A
1kwr,1HEC,A
1kwr,3RG3,A
1kwr,5CA2,A
1kwr,12CA,A
1kwr,3RGE,A
1kwr,2FNM,A
1kwr,9CA2,A
1kwr,1HED,A
1kwr,3M1Q,A
1kwr,1LG5,A
1kwr,1CVA,A
1kwr,1DCA,A
1kwr,6CA2,A
1kwr,1H9Q,A
1kwr,7CA2,A
1kwr,1CCS,A
1kwr,1CCT,A
1kwr,1HEB,A
1kwr,1CVC,A
1kwr,1CVE,A
1kwr,8CA2,A
1kwr,1CNB,A
1kwr,1HVA,A
1kwr,1CVD,A
1kwr,1CVH,A
1kwr,1CVF,A
1kwr,1CCU,A
1kwr,1FQL,A
2rr4,2E61,A
4ijh,5N8A,A
4ijh,4IPG,A
4ijh,2B29,A
4ijh,7XUW,A
4ijh,1EWI,A
6g9h,3R63,A
2mps,1Z1M,A
2mps,2MPS,A
4cc7,1UHC,A
1qj6,7TPP,E
1qj6,1BTH,H
6ay3,6SW3,A
6ay3,5U7G,A
6qmd,2DYH,A
6qmd,1X2J,A
6qmd,7ECA,A
3jxw,4JX3,A
3jxw,1XQZ,A
4meq,6BN8,C
5ty1,1CAN,A
5ty1,3MNJ,A
5ty1,1CAK,A
5ty1,1UGD,A
5ty1,2NXR,A
5ty1,3MNH,A
5ty1,1CAJ,A
5ty1,1UGF,A
5ty1,1UGB,A
5ty1,3DVD,A
5ty1,1CAL,A
5ty1,3MNI,A
5ty1,3MNK,A
5ty1,1TH9,A
5ty1,1TG3,A
5ty1,3DV7,A
5ty1,1CAI,A
5ty1,3DVC,A
5ty1,1G3Z,A
5ty1,3TVN,X
5ty1,1UGC,A
5ty1,1UGE,A
5ty1,4YGJ,A
5ty1,1UGA,A
5ty1,2NWO,A
5ty1,2NWY,A
5ty1,3DVB,A
5ty1,1BIC,A
5ty1,1ZSA,A
5ty1,1CNH,A
5ty1,2FNK,A
5ty1,1CNJ,A
5ty1,1CNG,A
5ty1,4QK1,A
5ty1,5ZXW,A
5ty1,3RG4,A
5ty1,1CNI,A
5ty1,1H9N,A
5ty1,3RLD,A
5ty1,1CNK,A
5ty1,1YO0,A
5ty1,1HEA,A
5ty1,1MUA,A
5ty1,1CA3,A
5ty1,1LZV,A
5ty1,1HEC,A
5ty1,3RG3,A
5ty1,5CA2,A
5ty1,12CA,A
5ty1,3RGE,A
5ty1,2FNM,A
5ty1,9CA2,A
5ty1,1HED,A
5ty1,3M1Q,A
5ty1,1LG5,A
5ty1,1CVA,A
5ty1,1DCA,A
5ty1,6CA2,A
5ty1,1H9Q,A
5ty1,7CA2,A
5ty1,1CCS,A
5ty1,1CCT,A
5ty1,1HEB,A
5ty1,1CVC,A
5ty1,1CVE,A
5ty1,8CA2,A
5ty1,1CNB,A
5ty1,1HVA,A
5ty1,1CVD,A
5ty1,1CVH,A
5ty1,1CVF,A
5ty1,1CCU,A
5ty1,1FQL,A
3eg6,2GNQ,A
3eg6,2H9L,A
3eg6,6BYN,W
3eg6,3MXX,A
3eg6,5SXM,A
3eg6,2H68,A
3eg6,2H9M,A
3eg6,4CY2,A
3eg6,3N0E,A
3eg6,3N0D,A
3eg6,7DNO,A
3eg6,3EMH,A
3eg6,7BCY,A
6bec,7VFD,A
6bec,8ARH,A
6bec,7VFE,A
6bec,7VFF,A
6bec,2YGB,A
3n23,7YZR,A
3u3f,3U3F,A
3u3f,3GM1,A
3u3f,2LK4,A
3u3f,4XEV,A
3u3f,4R32,A
1fhr,1QU5,A
1fhr,1DMZ,A
4u4x,5KK2,A
3iny,1M73,E
1tyr,1TTC,A
1tyr,1TSH,A
1tyr,1BZE,A
1tyr,1BZD,A
1tyr,2TRY,A
1tyr,2TRH,A
1tyr,1BZ8,A
1tyr,7Y1I,A
1tyr,3CFM,A
1tyr,4PVL,A
1tyr,3I9P,A
1tyr,4ANK,A
1tyr,1TTR,A
1tyr,5FW8,A
1tyr,5FW6,A
1tyr,5FW7,A
1tyr,5CLZ,A
1tyr,3BT0,A
1tyr,5FO2,A
1tyr,3CXF,A
1tyr,7Q3I,AAA
1tyr,4N85,A
1tyr,5DEJ,A
1tyr,4MRC,A
1tyr,4TL5,A
1tyr,1DVQ,A
1tyr,4TL4,A
1tyr,1X7S,A
1tyr,6KGB,A
1tyr,4TNG,A
1tyr,2G3X,A
1tyr,4TM9,A
1tyr,3DJR,A
1tyr,1III,A
1tyr,3U2I,A
1tyr,4TKW,A
1tyr,7WL6,A
1tyr,2G3Z,A
5fbo,3P08,A
4q4e,2DQ6,A
4xbb,3UR6,A
4xbb,2FYQ,A
3emh,3EMH,A
3emh,2GNQ,A
3emh,3MXX,A
3emh,2H9L,A
3emh,6BYN,W
3emh,5SXM,A
3emh,2H68,A
3emh,2H9M,A
3emh,4CY2,A
3emh,3N0E,A
3emh,3N0D,A
3emh,7DNO,A
3emh,7BCY,A
2feq,1DM4,B
5vpm,2X0B,A
5vpm,1BBS,A
4ju7,3MWV,A
4ju7,1NB4,A
4ju7,2XHU,A
4ju7,4RY4,A
4ju7,2XHV,A
4ju7,4RY7,A
4ju7,4RY6,A
5g11,5G13,A
6rtn,1FOF,A
6rtn,2HP5,A
6rtn,1E3U,A
6rtn,2HP6,A
6i5p,6I5P,A
6i5p,2CR2,A
6i5p,7KPI,A
6i5p,6F8F,D
6i5p,8DWU,A
6i5p,8DWS,A
6i5p,8DWT,A
6i5p,8DWV,A
5aqj,1YUW,A
5aqj,3CQX,A
5aqj,4HWI,A
2yac,2V5Q,A
1a1b,7YQE,A
3uvw,6BN8,C
1hge,7X6L,A
5hka,3PI6,A
5hka,4DLN,A
5hka,4DMC,A
5hka,4DM7,A
5hka,3KDA,A
5hka,3KD2,A
5hka,4DMF,A
4ura,2GP3,A
4ww6,1CAN,A
4ww6,3MNJ,A
4ww6,1ZSA,A
4ww6,1CAK,A
4ww6,1UGD,A
4ww6,1CNH,A
4ww6,1UGF,A
4ww6,3MNH,A
4ww6,1CAJ,A
4ww6,1UGB,A
4ww6,3DVD,A
4ww6,1CAL,A
4ww6,2NXR,A
4ww6,1CAI,A
4ww6,1CNJ,A
4ww6,3DVC,A
4ww6,1G3Z,A
4ww6,3TVN,X
4ww6,1CNI,A
4ww6,1CNG,A
4ww6,1H9N,A
4ww6,5ZXW,A
4ww6,3MNI,A
4ww6,3MNK,A
4ww6,1TH9,A
4ww6,3RG4,A
4ww6,1TG3,A
4ww6,1UGE,A
4ww6,4YGJ,A
4ww6,3DV7,A
4ww6,1BIC,A
4ww6,4QK1,A
4ww6,3RLD,A
4ww6,1CNK,A
4ww6,1UGC,A
4ww6,1UGA,A
4ww6,3DVB,A
4ww6,2NWO,A
4ww6,2NWY,A
4ww6,1HEA,A
4ww6,1MUA,A
4ww6,1CA3,A
4ww6,1LZV,A
4ww6,1HEC,A
4ww6,2FNK,A
4ww6,12CA,A
4ww6,3RG3,A
4ww6,3RGE,A
4ww6,5CA2,A
4ww6,1HED,A
4ww6,1CVA,A
4ww6,1DCA,A
4ww6,1YO0,A
4ww6,6CA2,A
4ww6,9CA2,A
4ww6,1H9Q,A
4ww6,1LG5,A
4ww6,1CCT,A
4ww6,1HEB,A
4ww6,3M1Q,A
4ww6,1CCS,A
4ww6,1CVF,A
4ww6,1CCU,A
4ww6,7CA2,A
4ww6,1CVC,A
4ww6,1CVE,A
4ww6,8CA2,A
4ww6,1CNB,A
4ww6,1HVA,A
4ww6,1CVD,A
4ww6,1CVH,A
4ww6,1FQL,A
4ww6,2FNM,A
5ktu,6SW3,A
5ktu,5U7G,A
4rh5,2B49,A
5lh8,1BTP,A
5lh8,6MRQ,A
5lh8,1OPH,B
5lh8,3VEQ,B
5lh8,1TAW,A
1bbz,1ABO,A
1bbz,2ABL,A
5fh6,2YQD,A
4ge4,6D0A,A
6bed,7VFD,A
6bed,8ARH,A
6bed,7VFE,A
6bed,2YGB,A
6bed,7VFF,A
